"Nama","Alamat","No. Telp","Website","Jenis Entitas","Jenis Kegiatan","Tgl Input","Keterangan"
"https://www.investasi-wiif8.com","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"https://bosbroker.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"https://jagotrading.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"https://omahtrade.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"https://www.indoinstafx.net/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"https://www.masterchanger.co.id","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"https://forexrebatechanger.com","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"https://dutarobot.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"https://guruforex.id/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"https://tradingforexindonesia.id/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"https://emco-forex.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Boyofx/  https://www.boyofx.com","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Deseoga/ https://deseoga.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Forex Online Changer/ https://forexonlinechanger.com","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Forex4u/ https://forex4u-id.com","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Fx Trading Revolution/ https://www.fxtradingrevolution.com","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"FxBase/ https://www.fxbase.org","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Fxglobe/ https://www.fxglobe.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Fxpro-idn/ https://www.fxpro-idn.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Ic Markets Global/ https://ib.icmarkets global.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Idnfm/ https://idnfm.com","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Pipsbackfx/ https://www.pipsbackfx.com/id","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Roboforex Indonesia/ https://roboforex-indonesia.com","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Robo-Id/ https://www.robo-id.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Trade Valas/ https://www.tradevalas.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Tradefaster/ https://www.tradefaster.net/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Trading Indo/ https://tradingindo.com/","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"Tukar Binary/ https://www.tukarbinary.com","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","?SP 09/SWI/X/2020 Trading forex/ Perdagangan berjangka tanpa izin"
"PT Cipta Energy Karya Abadi Indonesia (CEKAI)","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 01/SWI/1/2021 Penawaran investasi tanpa izin"
"PT Aka Amanda Teknologi/Asset Crypto AK12","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","SP 01/SWI/1/2021 Cryptocurrency"
"PT Asia Global Pemasaran","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 01/SWI/1/2021 Investasi Properti"
"Honestumest/Eesty Coin","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","SP 01/SWI/1/2021 Cryptocurrency"
"Komunitas Smart Mobile Apps Daco","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","SP 01/SWI/1/2021 Komunitas Cryptocurrency"
"PT Triples Sukses Sejahtera","","","","Investasi Ilegal","Penjualan Langsung/ MLM","01/06/2022","SP 01/SWI/1/2021 Penjualan Langsung (MLM)"
"PT DOLLAR CHANGER (https://investment-manager.org/)","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","SP 01/SWI/1/2021 Trading Forex"
"PT Pasture Indonesia, Tbk.","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 01/SWI/1/2021 Penawaran investasi peternakan sapi dan mengaku diawasi OJK"
"Robot Forex Auto Pilot D7 MT4 Instaforex Broker","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","SP 01/SWI/1/2021 Robot Trading"
"PT Gazzpoll Maju Truz","","","","Investasi Ilegal","Penjualan Langsung/ MLM","01/06/2022","SP 01/SWI/1/2021 Penjualan Langsung (MLM)"
"PT Millenium Investment Boutique","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 01/SWI/1/2021 Investasi Surat Utang"
"Koperasi Simpan Pinjam Singa Perkasa Asia Selatan","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 01/SWI/1/2021 KSP tanpa izin"
"Koperasi Simpan Pinjam Pohon Kelapa Sawit Indonesia","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 01/SWI/1/2021 KSP tanpa izin"
"Koperasi Simpan Pinjam Sinar Berjaya Sejahtera","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 01/SWI/1/2021 KSP tanpa izin"
"PT Berbagi Bintang Teknologi (Stasashi)","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 02/SWI/III/2021 Equity Crowdfunding tanpa izin"
"PT Prioritas Inti Sejahtera (Smart In Pays)","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 02/SWI/III/2021 Sistem pembayaran tanpa izin"
"thetokole.com","","","","Investasi Ilegal","Penjualan Langsung/ MLM","01/06/2022","SP 02/SWI/III/2021 E-commerce dengan sistem penjualan langsung tanpa izin"
"Totole (mytotole.com)","","","","Investasi Ilegal","Penjualan Langsung/ MLM","01/06/2022","SP 02/SWI/III/2021 E-commerce dengan sistem penjualan langsung dengan menggunakan logo OJK tanpa izin"
"PT Sukses Indonetwork Digital/VITO","","","","Investasi Ilegal","Penjualan Langsung/ MLM","01/06/2022","SP 02/SWI/III/2021 Penjualan langsung tanpa izin"
"Smartplan Community","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","SP 02/SWI/III/2021 Perdagangan aset kripto tanpa izin"
"Auto Sultan Community","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Penjualan software perdagangan berjangka dengan menjanjikan sharing profit tanpa izin"
"Indonesia Binary Trader","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","SP 02/SWI/III/2021 Aggregator Broker Forex tanpa izin"
"SMARTXBOT","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","SP 02/SWI/III/2021 Penjualan robot trading forex dengan skema berjenjang tanpa izin"
"Antares","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","SP 02/SWI/III/2021 Penjualan robot forex dengan skema berjenjang tanpa izin"
"FORSAGE, FORSAGE ETH, FORSAGE TRON","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","SP 02/SWI/III/2021 Perdagangan aset kripto dengan skema berjenjang tanpa izin"
"PT Tiara Global Propertindo","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 02/SWI/III/2021 Penawaran Investasi tanpa izin"
"Golden Bird/Burung Emas (http://app.petbird88.com)\","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Penawaran investasi burung dengan menggunakan logo OJK tanpa izin"
"Koperasi Simpan Pinjam Sarjana Sepadu Indonesia","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game/Penyelenggara TikTok Cash"
"PT Exadana Visindo","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan profit 15% per minggu"
"Go-Champion","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan sistem berjenjang"
"Tiktok Cash","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan sistem berjenjang dengan modus memberikan komisi melalui like dan view video Tiktok"
"Berkah Berbagi 2020","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan modus saling membantu"
"Gamebot.group","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan modus investasi trading valas/forex, emas dan aset kripto"
"Komunitas Berbagi Rizki","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan modus saling membantu"
"Commero","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan modus saling membantu"
"Share Results","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan sistem berjenjang"
"Coin Video 1-2-3","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan sistem berjenjang"
"Compass","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan sistem berjenjang"
"Love Money","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan sistem berjenjang"
"Umoney","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan sistem berjenjang"
"Golden Age Asset/GAA","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 02/SWI/III/2021 Money game dengan sistem berjenjang"
"GBHub Chain","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","SP 03/SWI/V/2021 Investasi penjualan cryptocurrency dengan skema member get member"
"Raja Coin","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","SP 03/SWI/V/2021 Investasi penjualan cryptocurrency"
"PT Trijaya Tirto Marto","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Penawaran promisory note dengan imbal hasil 10% tanpa izin"
"PT Medussa Multi Business Center","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 03/SWI/V/2021 Penyelenggara sistem pembayaran tanpa izin"
"Kitabisa Saling Jaga Sesama (https://salingjaga.kitabisa.com/)","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 03/SWI/V/2021 Kegiatan perasuransian tanpa izin"
"PT Pay Earn Indonesia (convertCASH)","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 03/SWI/V/2021 Penyelenggara pembiayaan tanpa izin"
"Koperasi Tabung Haji Umroh","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 03/SWI/V/2021 Penyelenggara pembiayaan ibadah Haji dan Umroh tanpa izin"
"Creative Trading System","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Money Game/ Penyelenggara pelatihan Pasar Modal merangkap Penasehat Investasi tanpa izin"
"Auto Trade Gold 4.0","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","SP 03/SWI/V/2021 Investasi Robot Trading/money game"
"Investasi Titip Dana Amanah","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Money Game"
"Magnipay ? h5.Magnipay.com","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Money Game"
"BWTRADE ? PT Semut Hitam Nusantara","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Money Game"
"PT Bintang Maha Wijaya","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Money Game"
"Trader Sukses Indonesia","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Money Game"
"Trader King Pro","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Money Game"
"Batu Vulkanik","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Money Game"
"XBIT (Mining Crypto)","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Money Game"
"https://thelikey.org","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Money Game"
"Investasi Saham NSI","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 03/SWI/V/2021 Penawaran investasi saham tanpa izin"
"ARA HUNTER","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 03/SWI/V/2021 Penawaran investasi trading saham tanpa izin"
"HJ Invesment oleh grup telegram @angara_syahputra, @erik_chandra","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Penawaran investasi dengan menggunakan logo OJK tanpa izin"
"Syndication Group of Investors and Invesment Banks","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 03/SWI/V/2021 Penawaran investasi pada proyek-proyek infrastruktur dan lainnya tanpa izin"
"PT Saham Bibit Reksadana, PT Bibit Saham Reksadana, dan PT Bibit Tumbuh Bersama Reksadana","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 03/SWI/V/2021 Penawaran investasi tanpa izin dengan menduplikasi nama PT Bibit Tumbuh Bersama (Bibit.id)"
"Duplikasi Perusahaan PT Overseas Commercial Future","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 04/SWI/VII/2021 Duplikasi Perusahaan PT Overseas Commercial Future dihentikan kegiatannya dan diumumkan melalui siaran pers karena melakukan kegiatan perdagangan forex tanpa izin"
"https://2021.co.id/aplikasi/aplikasi-dompet-ajaib/","","","","Investasi Ilegal","Lain - Lain","01/06/2022","SP 04/SWI/VII/2021 Blog website ilegal mengatasnamakan dan duplikasi kegiatan PT Takjub Teknologi Indonesia (Ajaib)"
"Btrado","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","SP 04/SWI/VII/2021 Penawaran investasi robot trading tanpa izin"
"PT Nofal Invesment","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 04/SWI/VII/2021 Penawaran investasi tanpa izin dengan pemalsuan izin dari Otoritas Jasa Keuangan"
"Cameto","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 04/SWI/VII/2021 Money Game"
"WPP Group berbagi/Sharing33.com, Sharing11.com, Sharing22.com","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 04/SWI/VII/2021 Money Game"
"SmartClicks.io/ PT AVA Sukses Sejahtera","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","SP 04/SWI/VII/2021 Penawaran investasi aset kripto tanpa izin"
"SYW (Step In Your Wealth)","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 04/SWI/VII/2021 Money Game/Aset Kripto tanpa izin dengan mengatasnamakan SYW (Step In Your Wealth)"
"BTC-FINANCIALTRADING","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 04/SWI/VII/2021 Penawaran investasi aset kripto tanpa izin dengan mengatasnamakan BTC-FINANCIALTRADING"
"UMI CRYPTO INVESTASI","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","SP 04/SWI/VII/2021 Penawaran investasi aset kripto dengan pemalsuan izin dari Otoritas Jasa Keuangan"
"PT ZIV CRYPTO INDONESIA","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","SP 04/SWI/VII/2021 Penawaran investasi aset kripto tanpa izin"
"PT Bimasakti Kapital Abadi","","","","Investasi Ilegal","Lain - Lain","01/06/2022","363/HM/KOMINFO/10/2021 Sewa Collateral BG/SBLC dari Prime Bank,?Monetize Instrument?Bank"
"PT Danamas Mandiri Investa","","","","Investasi Ilegal","Lain - Lain","01/06/2022","363/HM/KOMINFO/10/2021 Penyelenggara usaha modal ventura tanpa izin"
"PT Generasi Berdampak Indonesia (Panak.id)","","","","Investasi Ilegal","Lain - Lain","01/06/2022","363/HM/KOMINFO/10/2021 Kegiatan?equity crowdfunding?tanpa izin"
"PT Tanijoy Agriteknologi Nusantara","","","","Investasi Ilegal","Lain - Lain","01/06/2022","363/HM/KOMINFO/10/2021 Kegiatan equity crowdfunding tanpa ijin"
"PT Saratoga Investama Reksadana (duplikasi nama PT Saratoga Investama Sedaya)","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","Penipuan penawaran investasi dengan mengatasnamakan PT Saratoga Investama Sedaya tanpa izin"
"Robot Trading DNA Pro","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","Kegiatan penjualan atau penawaran investasi robot trading dengan sistem penjualan langsung tanpa izin"
"Robot Trading Pansaka (Auto Trade Gold)","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","Kegiatan penjualan atau penawaran investasi robot trading dengan sistem penjualan langsung tanpa izin"
"FX Family","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","Kegiatan perdagangan berjangka atau forex tanpa izin"
"Fahrenheit Robot Trading","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","Kegiatan perdagangan berjangka atau aset kripto tanpa izin"
"Indonesia Crypto Exchange","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","Kegiatan sebagai bursa perdagangan aset kripto tanpa izin"
"Smart Gold/Smartavatar Co. Ltd.","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","Penawaran investasi aset kripto tanpa izin"
"CSPmine","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","Money game dengan modus penawaran investasi aset kripto."
"Sultan Digital Payment","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","Penawaran investasi aset kripto tanpa izin"
"Emas 24K Community","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","Penawaran investasi emas dengan sistem penjualan langsung tanpa izin atau money game"
"Platinumindo","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","Money game"
"RoyalQ Indonesia","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","Perdagangan robot trading atau aset kripto tanpa izin"
"Robot Trading Maxima Margin","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","Perdagangan robot trading tanpa izin"
"Robot Trading Revenue Bintang Mas","","","","Investasi Ilegal","Forex/ Futures","01/06/2022","Perdagangan robot trading tanpa izin"
"Tikvee","","","","Investasi Ilegal","Money Game/ Ponzi","01/06/2022","Money game"
"PT Rechain Digital Indonesia","","","","Investasi Ilegal","Crytocurrency/ Cryptoasset","01/06/2022","Perdagangan aset kripto Vidy Coin dan Vidyx tanpa izin"
